,Dotcount,Commacount,Exclcount,Wordcount,Uppercasecount,Lowercasecount,Specialchar,Numbercount,Charcount,Uniquewords,Apicescount,Quotescount,Openpar,Closepar,Operatorcount,Hashtagcount,Dottycount,Linkcount,14agree-disagree
992,8,17,0,164,2,980,49,2,1041,164,1,10,1,1,1,1,0,0,
993,6,3,0,91,0,549,16,0,563,91,1,0,0,0,0,0,1,0,
994,0,0,0,2,0,20,1,0,22,2,1,0,0,0,0,0,0,0,1.0
995,1,1,6,22,0,112,13,0,125,22,2,0,0,0,0,0,0,0,1.0
996,0,1,0,19,0,91,10,2,103,19,1,0,1,1,1,1,0,0,1.0
997,1,0,0,3,0,15,3,0,18,3,1,0,0,0,0,0,0,0,1.0
998,2,1,3,48,2,250,13,0,267,48,1,0,1,1,1,0,0,0,-1.0
999,5,0,0,16,0,80,7,0,86,16,0,0,0,0,0,0,1,0,0.0
1000,0,1,8,64,0,320,18,0,339,64,4,0,0,0,0,0,0,0,-1.0
1001,0,0,2,9,0,46,3,0,51,9,0,0,0,0,0,0,0,0,-1.0
1002,4,5,0,61,0,338,14,0,351,61,1,0,0,0,0,0,1,0,-1.0
1003,5,0,0,25,1,146,25,4,176,25,1,6,2,2,2,2,1,0,-1.0
1004,3,3,0,35,2,167,22,4,196,35,2,6,0,0,2,2,0,0,
1005,3,1,0,37,0,175,7,0,186,37,0,0,0,0,0,0,1,0,-1.0
1006,4,2,0,30,0,135,10,0,144,30,2,0,0,0,0,0,1,0,-1.0
1007,3,5,0,53,0,255,15,3,273,53,1,0,1,1,0,0,0,0,
1008,0,1,1,10,0,41,3,0,45,10,0,0,0,0,0,0,0,0,
1009,4,3,0,46,0,239,13,2,257,46,0,0,0,0,1,1,0,0,-1.0
1010,1,3,0,22,0,124,6,0,130,22,1,0,0,0,0,0,0,0,1.0
1011,2,2,0,22,0,120,13,0,131,22,2,0,0,0,0,0,0,0,
1012,4,5,0,79,0,472,18,0,493,79,1,0,0,0,3,0,0,0,
1013,3,0,0,22,2,121,14,4,139,22,1,0,1,1,2,2,0,0,-1.0
1014,5,3,0,71,1,421,18,0,445,71,4,6,0,0,1,0,0,0,
1015,5,4,0,48,0,269,14,0,285,48,2,0,0,0,0,0,1,0,1.0
1016,2,1,2,25,1,117,8,8,136,25,0,0,0,0,1,1,0,0,-1.0
1017,1,1,0,13,0,77,5,1,83,13,2,0,0,0,1,0,0,0,-1.0
1018,1,0,0,2,0,21,1,0,23,2,0,0,0,0,0,0,0,0,-1.0
1019,1,0,0,4,0,18,2,0,20,4,1,0,0,0,0,0,0,0,-1.0
1020,1,4,0,33,1,205,7,0,212,33,2,0,0,0,0,0,0,0,
1021,4,2,0,37,0,206,15,0,222,37,10,0,0,0,0,0,0,0,
1022,1,2,0,12,0,43,5,9,57,12,0,0,0,0,2,0,0,0,-1.0
1023,0,1,0,13,0,48,3,0,51,13,0,0,0,0,0,0,0,0,-1.0
1024,0,0,0,19,0,84,2,0,88,19,0,0,0,0,0,0,0,0,-1.0
1025,2,1,0,27,0,108,6,3,119,27,1,0,0,0,2,0,0,0,0.0
1026,2,0,1,17,0,75,10,4,90,17,1,6,0,0,0,0,0,0,
1027,0,2,0,29,0,127,6,0,131,29,1,0,0,0,0,0,0,0,-1.0
1028,1,1,0,11,0,72,2,0,74,11,0,0,0,0,0,0,0,0,-1.0
1029,1,1,0,22,0,116,6,0,125,22,2,0,0,0,0,0,0,0,-1.0
1030,1,0,0,14,1,51,5,0,60,14,3,0,0,0,0,0,0,0,-1.0
1031,3,0,0,26,0,110,6,0,120,26,0,0,0,0,0,0,0,0,-1.0
1032,9,4,6,126,2,722,58,0,789,126,1,26,0,0,3,0,1,0,
1033,2,0,1,19,0,92,5,0,101,19,2,0,0,0,0,0,0,0,-1.0
1034,2,2,0,23,0,127,6,0,137,23,2,0,0,0,0,0,0,0,
1035,3,0,0,7,0,28,6,0,33,7,0,0,0,0,1,0,1,0,
1036,1,0,0,16,0,78,7,0,82,16,2,0,0,0,0,0,0,0,0.0
1037,0,1,5,21,0,106,8,0,118,21,0,0,0,0,0,0,0,0,
1038,4,0,0,59,0,301,10,2,319,59,2,0,0,0,0,0,0,0,-1.0
1039,1,2,0,34,1,147,13,0,160,34,2,0,1,1,0,0,0,0,1.0
1040,2,2,0,17,1,94,10,2,108,17,3,0,0,0,1,1,0,0,
1041,1,1,0,41,0,156,12,0,173,41,4,0,0,0,0,0,0,0,
1042,2,1,0,16,0,83,8,2,96,16,1,0,0,0,1,1,0,0,-1.0
1043,0,1,0,5,0,19,3,2,24,5,0,0,0,0,1,0,0,0,
1044,0,0,0,7,0,35,2,0,39,7,0,0,0,0,0,0,0,0,
1045,3,1,0,28,0,123,5,0,132,28,0,0,0,0,0,0,0,0,-1.0
1046,1,0,0,12,0,51,1,0,54,12,0,0,0,0,0,0,0,0,
1047,7,3,0,62,1,316,17,0,338,62,9,0,0,0,0,0,1,0,1.0
1048,8,1,3,32,0,146,13,0,159,32,0,0,0,0,0,0,1,0,
1049,0,1,0,15,0,76,2,0,80,15,0,0,0,0,0,0,0,0,
1050,13,2,0,81,1,365,33,2,406,81,5,6,2,2,0,0,2,0,-1.0
1051,5,0,0,57,2,275,22,13,314,57,1,0,1,1,3,3,0,0,1.0
1052,0,0,0,27,1,132,16,0,149,27,0,14,0,0,0,0,0,0,
1053,3,2,9,64,0,308,15,0,330,64,0,0,0,0,0,0,0,0,-1.0
1054,7,0,0,19,1,94,8,4,107,19,0,0,1,1,0,0,1,0,
1055,2,1,0,28,1,162,10,2,175,28,3,0,0,0,1,1,0,0,
1056,1,4,0,21,10,90,8,0,110,21,3,0,0,0,0,0,0,0,-1.0
1057,0,2,0,45,0,231,5,1,236,45,2,0,0,0,0,0,0,0,-1.0
1058,12,5,0,41,0,208,20,6,232,41,1,0,0,0,0,0,3,0,-1.0
1059,2,1,0,20,0,103,7,0,108,20,0,0,0,0,0,0,0,0,-1.0
1060,2,3,0,23,0,105,6,0,113,23,1,0,0,0,0,0,0,0,
1061,3,2,0,71,0,380,10,0,394,71,2,0,0,0,0,0,0,0,
1062,13,7,0,55,0,270,25,6,298,55,0,0,1,1,0,0,3,0,
1063,2,0,0,45,0,221,6,0,226,45,1,0,0,0,0,0,0,0,-1.0
1064,2,3,0,30,2,147,13,2,166,30,3,0,1,1,1,1,0,0,-1.0
1065,6,4,3,48,1,231,26,14,278,48,5,0,1,1,3,1,0,0,-1.0
1066,3,3,0,19,0,89,12,0,98,19,1,0,1,1,0,0,1,0,
1067,5,2,0,48,0,228,18,0,248,48,0,6,0,0,0,0,1,0,
1068,4,1,0,31,0,150,16,0,169,31,10,0,0,0,0,0,1,0,
1069,14,4,0,58,0,322,21,0,343,58,1,0,1,1,0,0,4,0,
1070,0,2,0,13,0,68,3,0,74,13,1,0,0,0,0,0,0,0,1.0
1071,6,3,0,32,0,131,11,0,140,32,0,0,0,0,0,0,2,0,1.0
1072,0,0,0,1,0,14,0,0,14,1,0,0,0,0,0,0,0,0,
1073,1,3,0,77,0,387,14,0,397,77,2,0,0,0,0,0,0,0,
1074,0,0,0,20,0,103,6,3,113,20,1,0,0,0,2,0,0,0,-1.0
1075,1,1,0,33,0,189,19,0,203,33,0,10,0,0,0,0,0,0,-1.0
1076,1,2,0,15,0,82,10,2,96,15,1,0,1,1,1,1,0,0,
1077,6,13,0,71,0,438,33,4,474,71,2,6,2,2,0,0,1,0,
1078,1,1,0,19,0,80,2,0,85,19,0,0,0,0,0,0,0,0,1.0
1079,2,1,0,24,0,117,5,0,120,24,0,0,0,0,0,0,0,0,-1.0
1080,7,6,0,59,0,310,20,0,327,59,1,0,1,1,1,0,2,0,-1.0
1081,0,0,0,15,0,65,2,2,68,15,0,0,0,0,0,0,0,0,-1.0
1082,15,9,0,79,0,404,41,2,445,79,2,6,3,3,1,0,3,0,-1.0
1083,5,7,0,70,2,345,26,2,380,70,6,0,1,1,1,1,0,0,-1.0
1084,5,1,0,37,0,183,11,0,192,37,3,0,0,0,0,0,1,0,
1085,0,2,0,37,0,178,6,0,184,37,0,0,1,1,0,0,0,0,0.0
1086,0,2,0,25,0,131,6,1,137,25,1,0,1,1,0,0,0,0,-1.0
1087,8,5,0,60,2,318,27,2,347,60,3,6,0,0,0,0,2,0,
1088,0,1,0,7,0,47,1,0,48,7,0,0,0,0,0,0,0,0,-1.0
1089,0,2,0,64,0,354,6,0,359,64,4,0,0,0,1,0,0,0,1.0
1090,0,1,0,9,0,52,1,0,53,9,0,0,0,0,0,0,0,0,0.0
1091,6,0,0,17,1,79,13,0,93,17,0,6,0,0,0,0,2,0,
1092,0,0,0,11,0,57,1,0,57,11,0,0,0,0,0,0,0,0,-1.0
1093,6,4,0,74,0,379,15,0,398,74,1,0,1,1,0,0,0,0,-1.0
1094,4,3,0,30,0,153,8,0,160,30,0,0,0,0,0,0,1,0,
1095,0,2,0,31,0,157,3,0,160,31,1,0,0,0,0,0,0,0,1.0
1096,0,0,0,12,0,58,1,2,61,12,1,0,0,0,0,0,0,0,-1.0
1097,2,2,0,57,0,314,14,0,329,57,2,0,1,1,0,0,0,0,-1.0
1098,0,1,0,11,0,54,2,0,55,11,0,0,0,0,0,0,0,0,-1.0
1099,1,2,0,20,0,90,3,0,94,20,0,0,0,0,0,0,0,0,
1100,0,0,0,5,0,30,4,0,33,5,0,0,0,0,0,0,0,0,-1.0
1101,4,4,1,50,0,301,12,0,315,50,0,0,1,1,0,0,1,0,1.0
1102,2,2,0,44,0,233,7,0,241,44,2,0,0,0,0,0,0,0,-1.0
1103,9,1,0,14,0,79,11,0,89,14,0,0,0,0,0,0,2,0,
1104,4,2,0,38,0,191,12,0,203,38,2,0,0,0,0,0,0,0,
1105,7,8,1,107,2,607,28,0,644,107,3,0,1,1,1,0,0,0,
1106,16,5,0,55,0,344,24,0,367,55,1,0,0,0,1,0,4,0,-1.0
1107,11,10,0,113,0,573,34,0,608,113,4,0,0,0,0,0,0,0,1.0
1108,4,2,0,19,0,78,10,0,87,19,3,0,0,0,0,0,1,0,
1109,7,0,0,69,0,332,14,0,348,69,5,0,1,1,0,0,0,0,
1110,1,0,0,15,12,52,8,2,75,15,1,0,1,1,1,1,0,0,1.0
1111,4,1,0,46,3,232,16,5,254,46,3,0,0,0,2,1,0,0,
1112,1,4,0,59,1,315,22,0,336,59,5,6,1,1,0,0,0,0,-1.0
1113,2,1,0,11,0,51,3,0,55,11,0,0,0,0,0,0,0,0,
1114,0,1,0,9,0,40,3,0,45,9,0,0,0,0,0,0,0,0,
1115,4,5,0,39,0,181,17,0,198,39,5,0,0,0,0,0,0,0,
1116,1,0,0,21,0,123,1,0,126,21,0,0,0,0,0,0,0,0,
1117,3,1,0,10,0,47,5,0,54,10,0,0,0,0,0,0,1,0,
1118,1,0,0,9,0,44,1,0,46,9,0,0,0,0,0,0,0,0,
1119,2,2,0,38,0,189,8,0,201,38,0,0,1,1,0,0,0,0,
1120,0,0,0,9,0,46,1,0,46,9,0,0,0,0,0,0,0,0,
1121,0,0,0,13,0,65,1,0,66,13,0,0,0,0,0,0,0,0,
1122,3,4,0,54,7,284,18,4,321,54,1,0,0,0,2,2,0,0,-1.0
1123,1,0,0,28,0,137,2,0,140,28,0,0,0,0,0,0,0,0,-1.0
1124,1,0,0,12,0,64,3,0,71,12,0,0,0,0,0,0,0,0,-1.0
1125,4,7,0,99,5,531,28,5,571,99,4,6,0,0,1,1,0,0,-1.0
1126,0,1,0,25,0,120,3,0,123,25,0,0,0,0,1,0,0,0,-1.0
1127,0,2,0,34,0,163,4,0,166,34,1,0,0,0,0,0,0,0,
1128,1,2,0,8,0,40,3,0,44,8,0,0,0,0,0,0,0,0,
1129,3,3,0,46,1,226,27,0,253,46,1,14,0,0,0,0,0,0,
1130,2,0,0,21,0,101,4,0,106,21,0,0,0,0,0,0,0,0,
1131,0,3,0,23,0,119,3,0,123,23,0,0,0,0,0,0,0,0,1.0
1132,3,8,0,48,0,280,17,1,297,48,2,0,0,0,0,0,0,0,
1133,1,4,0,35,2,185,11,0,201,35,2,0,1,1,0,0,0,0,
1134,6,0,0,10,2,59,7,0,68,10,0,0,0,0,0,0,1,0,1.0
1135,1,4,1,35,0,187,11,0,198,35,4,0,0,0,0,0,0,0,-1.0
1136,1,2,0,15,3,59,4,0,67,15,1,0,0,0,0,0,0,0,-1.0
1137,4,0,0,35,0,164,16,2,180,35,1,6,0,0,1,1,0,0,-1.0
1138,2,2,0,29,0,160,7,0,165,29,1,0,0,0,0,0,0,0,
1139,30,39,1,363,10,2274,174,40,2538,363,0,0,5,5,36,16,0,0,1.0
1140,4,4,0,25,10,100,6,0,120,25,0,0,0,0,0,0,0,0,1.0
1141,3,1,0,14,0,57,11,0,67,14,0,6,0,0,0,0,1,0,1.0
1142,3,0,1,20,0,96,4,0,102,20,0,0,0,0,0,0,1,0,1.0
1143,3,0,0,38,0,198,7,0,209,38,1,0,0,0,0,0,0,0,1.0
1144,0,0,1,2,0,13,1,0,16,2,0,0,0,0,0,0,0,0,
1145,4,0,0,14,0,65,5,0,73,14,0,0,0,0,0,0,1,0,
1146,1,1,0,23,2,104,9,0,117,23,1,6,0,0,0,0,0,0,1.0
1147,6,4,0,63,0,364,13,0,384,63,6,0,0,0,0,0,0,0,
1148,4,9,0,74,1,424,25,0,453,74,1,6,1,1,2,0,0,0,
1149,6,6,0,48,0,254,16,0,276,48,1,0,0,0,1,0,0,0,1.0
1150,1,1,0,16,0,77,4,0,83,16,2,0,0,0,0,0,0,0,-1.0
1151,11,4,0,60,2,307,25,0,342,60,0,10,0,0,0,0,1,0,-1.0
1152,7,0,0,22,0,107,10,0,116,22,1,0,0,0,0,0,2,0,1.0
1153,0,0,0,40,0,201,6,9,216,40,5,0,0,0,0,0,0,0,0.0
1154,6,1,0,64,5,354,35,4,397,64,2,14,2,2,2,2,1,0,1.0
1155,3,0,0,10,0,54,5,0,60,10,0,0,0,0,0,0,0,0,-1.0
1156,1,0,0,13,0,59,1,0,64,13,0,0,0,0,0,0,0,0,-1.0
1157,4,0,0,51,0,296,12,0,313,51,6,0,0,0,1,0,0,0,1.0
1158,2,4,1,41,0,210,11,0,227,41,3,0,0,0,0,0,0,0,1.0
1159,5,3,0,32,1,184,17,0,200,32,0,6,0,0,0,0,1,0,1.0
1160,5,0,1,6,0,35,6,0,43,6,0,0,0,0,0,0,1,0,1.0
1161,1,0,3,32,0,135,5,0,143,32,1,0,0,0,0,0,0,0,-1.0
1162,2,3,0,21,0,99,8,0,109,21,0,0,1,1,0,0,0,0,1.0
1163,0,2,0,43,0,212,7,0,217,43,2,0,0,0,0,0,0,0,1.0
1164,1,2,0,14,0,74,5,0,78,14,0,0,0,0,0,0,0,0,-1.0
1165,1,1,0,8,0,39,2,0,43,8,0,0,0,0,0,0,0,0,-1.0
1166,2,1,0,11,0,52,3,0,60,11,0,0,0,0,0,0,0,0,-1.0
1167,1,1,0,10,0,55,2,0,58,10,0,0,0,0,0,0,0,0,0.0
1168,3,0,0,2,0,9,3,0,12,2,0,0,0,0,0,0,1,0,-1.0
1169,2,5,0,45,0,223,11,1,235,45,1,0,0,0,0,0,0,0,
1170,1,0,0,3,0,12,1,0,15,3,0,0,0,0,0,0,0,0,
1171,2,8,0,55,1,274,19,0,295,55,1,6,0,0,0,0,0,0,-1.0
1172,4,3,0,31,0,136,8,0,150,31,0,0,0,0,0,0,0,0,-1.0
1173,1,2,0,34,0,154,7,0,162,34,0,0,0,0,3,0,0,0,-1.0
1174,2,1,0,21,0,91,5,0,98,21,0,0,0,0,0,0,0,0,0.0
1175,2,1,0,11,0,59,5,0,64,11,2,0,0,0,0,0,0,0,1.0
1176,3,1,0,25,0,135,6,0,141,25,0,0,0,0,0,0,0,0,0.0
1177,0,2,0,34,0,180,9,0,189,34,1,0,0,0,0,0,0,0,-1.0
1178,1,0,0,12,0,54,4,0,58,12,0,0,0,0,3,0,0,0,0.0
1179,1,1,0,21,0,82,8,0,89,21,1,0,0,0,3,0,0,0,-1.0
1180,2,1,0,17,0,90,5,0,95,17,1,0,0,0,0,0,0,0,-1.0
1181,1,3,0,42,0,265,9,0,278,42,0,0,1,1,2,0,0,0,1.0
1182,4,2,0,42,0,197,9,0,209,42,0,0,0,0,0,0,0,0,1.0
1183,11,6,1,67,29,280,28,2,352,67,2,0,1,1,0,0,2,0,
1184,2,2,0,34,1,174,7,1,187,34,1,0,0,0,1,0,0,0,1.0
1185,3,2,0,15,0,82,13,0,94,15,1,6,0,0,0,0,0,0,-1.0
1186,94,0,0,7,0,26,96,0,125,7,2,0,0,0,0,0,1,0,-1.0
1187,3,3,0,44,0,251,11,0,265,44,3,0,0,0,0,0,0,0,
1188,3,11,0,150,0,873,38,2,917,150,6,0,2,2,2,1,0,0,-1.0
1189,6,4,0,37,0,196,18,0,214,37,6,0,0,0,0,0,2,0,0.0
1190,1,1,0,8,0,42,2,0,45,8,0,0,0,0,0,0,0,0,-1.0
1191,2,0,0,5,0,37,3,0,40,5,0,0,0,0,0,0,0,0,-1.0
1192,6,3,4,29,1,143,20,2,167,29,1,0,0,0,1,1,1,0,-1.0
1193,3,2,0,36,1,186,19,6,210,36,0,0,0,0,3,3,0,0,
1194,4,1,0,85,6,493,44,4,545,85,3,14,5,5,4,2,0,0,-1.0
1195,3,1,0,39,0,188,19,2,208,39,1,6,2,2,1,1,1,0,-1.0
1196,10,1,9,26,0,143,27,0,174,26,2,0,0,0,0,0,2,0,
1197,3,2,0,24,0,111,6,0,122,24,0,0,0,0,0,0,0,0,1.0
1198,2,1,0,15,0,61,4,0,68,15,0,0,0,0,0,0,0,0,1.0
1199,2,0,1,19,1,80,3,0,88,19,0,0,0,0,0,0,0,0,-1.0
1200,1,1,0,10,2,51,8,4,65,10,0,6,0,0,0,0,0,0,0.0
1201,6,0,3,30,1,148,15,0,166,30,0,6,1,1,0,0,1,0,-1.0
1202,4,0,0,7,0,52,5,0,59,7,1,0,0,0,0,0,1,0,1.0
1203,1,3,0,40,0,246,10,0,255,40,1,0,1,1,0,0,0,0,1.0
1204,0,2,1,19,0,88,3,0,92,19,0,0,0,0,0,0,0,0,-1.0
1205,1,1,3,23,3,127,11,0,143,23,0,6,0,0,0,0,0,0,1.0
1206,0,2,1,29,1,139,14,0,151,29,0,6,1,1,0,0,0,0,-1.0
1207,0,0,2,9,0,36,3,0,44,9,1,0,0,0,0,0,0,0,0.0
1208,0,2,3,22,1,115,19,0,135,22,0,14,0,0,0,0,0,0,-1.0
1209,4,7,0,68,0,372,18,7,402,68,7,0,0,0,0,0,0,0,
1210,9,6,0,90,1,446,22,0,472,90,2,0,0,0,0,0,0,0,-1.0
1211,1,3,0,26,0,107,8,0,113,26,0,0,0,0,0,0,0,0,1.0
1212,1,2,0,33,0,158,6,0,167,33,1,0,0,0,0,0,0,0,-1.0
1213,2,2,0,20,3,86,6,0,98,20,1,0,0,0,0,0,0,0,1.0
1214,0,1,0,14,0,57,5,0,61,14,1,0,0,0,0,0,0,0,-1.0
1215,7,7,0,146,2,842,37,4,893,146,2,0,1,1,6,2,0,0,-1.0
1216,7,10,3,106,2,568,28,0,603,106,1,0,0,0,0,0,0,0,1.0
1217,0,1,0,14,2,55,9,0,67,14,0,6,0,0,0,0,0,0,1.0
1218,16,1,0,47,8,242,19,0,269,47,0,0,0,0,0,0,2,0,1.0
1219,3,1,0,28,2,143,5,0,153,28,1,0,0,0,0,0,0,0,-1.0
1220,0,1,0,19,1,96,8,0,106,19,1,6,0,0,0,0,0,0,-1.0
1221,1,4,0,19,1,123,5,0,130,19,0,0,0,0,0,0,0,0,-1.0
1222,2,9,1,47,1,265,20,2,289,47,0,0,0,0,2,1,0,0,-1.0
1223,1,4,0,45,0,228,15,0,242,45,3,0,0,0,1,0,0,0,-1.0
1224,6,2,0,56,0,318,13,0,339,56,0,0,1,1,0,0,0,0,-1.0
1225,3,1,0,18,0,95,4,0,101,18,0,0,0,0,0,0,1,0,
1226,3,4,0,23,0,123,8,0,132,23,1,0,0,0,0,0,1,0,1.0
1227,0,0,0,2,0,7,0,0,7,2,0,0,0,0,0,0,0,0,1.0
1228,1,0,0,9,0,38,2,0,40,9,0,0,0,0,0,0,0,0,1.0
1229,1,0,1,13,0,50,4,0,58,13,0,0,0,0,0,0,0,0,1.0
1230,0,0,0,17,1,93,6,0,102,17,0,6,0,0,0,0,0,0,
1231,0,0,0,3,0,12,0,0,13,3,0,0,0,0,0,0,0,0,1.0
1232,1,0,0,37,2,230,6,0,239,37,5,0,0,0,0,0,0,0,0.0
1233,1,4,0,54,0,301,15,0,321,54,0,0,0,0,4,0,0,0,
1234,0,5,0,41,3,200,18,3,221,41,1,6,0,0,1,0,0,0,-1.0
1235,1,1,0,39,2,196,11,0,211,39,1,6,0,0,0,0,0,0,1.0
1236,3,1,1,22,0,105,6,0,114,22,0,0,0,0,0,0,1,0,-1.0
1237,1,2,1,32,2,141,7,3,155,32,1,0,1,1,0,0,0,0,-1.0
1238,1,3,0,36,0,171,5,0,179,36,0,0,0,0,0,0,0,0,1.0
1239,0,0,0,8,0,65,1,0,67,8,1,0,0,0,0,0,0,0,1.0
1240,1,2,0,28,0,150,4,0,155,28,0,0,0,0,0,0,0,0,1.0
1241,2,1,0,17,1,86,8,2,97,17,1,0,0,0,1,1,0,0,-1.0
1242,0,1,2,2,0,11,3,0,15,2,0,0,0,0,0,0,0,0,1.0
1243,0,1,1,6,0,23,3,0,26,6,0,0,0,0,0,0,0,0,-1.0
1244,0,0,0,11,0,39,2,0,42,11,0,0,0,0,0,0,0,0,-1.0
1245,2,0,0,31,1,192,4,0,198,31,1,0,0,0,0,0,0,0,1.0
1246,3,0,1,6,0,31,4,0,36,6,0,0,0,0,0,0,1,0,1.0
1247,2,1,1,26,2,118,12,0,133,26,0,6,0,0,1,0,0,0,1.0
1248,5,4,0,37,0,156,12,0,173,37,0,0,0,0,0,0,1,0,-1.0
1249,6,2,0,24,0,146,10,0,156,24,0,0,0,0,0,0,2,0,-1.0
1250,0,0,0,3,0,10,1,0,12,3,0,0,0,0,0,0,0,0,0.0
1251,11,8,0,109,0,753,72,20,841,109,7,6,3,3,10,10,1,0,
1252,4,2,0,14,0,80,6,0,87,14,0,0,0,0,0,0,1,0,-1.0
1253,6,5,0,82,0,427,20,4,451,82,2,0,1,1,0,0,2,0,-1.0
1254,0,2,0,10,3,29,1,1,37,10,0,0,0,0,0,0,0,0,1.0
1255,1,1,0,19,0,87,2,1,91,19,0,0,0,0,0,0,0,0,
1256,4,1,0,16,0,85,12,0,96,16,0,0,0,0,0,0,1,0,1.0
1257,3,1,0,11,0,48,4,0,53,11,0,0,0,0,0,0,1,0,
1258,1,2,0,20,0,76,4,0,81,20,1,0,0,0,0,0,0,0,-1.0
1259,2,0,0,19,4,69,3,1,81,19,0,0,0,0,0,0,0,0,
1260,0,0,0,3,0,9,1,0,11,3,0,0,0,0,0,0,0,0,
1261,0,0,0,11,2,29,0,1,34,11,0,0,0,0,0,0,0,0,1.0
1262,0,0,1,4,0,18,1,0,19,4,0,0,0,0,0,0,0,0,1.0
1263,2,0,0,16,0,75,2,0,81,16,0,0,0,0,0,0,0,0,-1.0
1264,0,5,1,30,1,140,8,1,150,30,0,0,1,1,0,0,0,0,
1265,1,1,0,9,1,30,3,1,35,9,0,0,0,0,0,0,0,0,1.0
1266,0,2,0,21,0,110,3,1,113,21,0,0,0,0,0,0,0,0,1.0
1267,2,0,0,12,0,61,2,0,65,12,0,0,0,0,0,0,0,0,1.0
1268,2,0,0,5,0,30,2,0,34,5,0,0,0,0,0,0,0,0,1.0
1269,2,0,0,23,1,112,2,1,119,23,0,0,0,0,0,0,0,0,1.0
1270,0,2,1,13,0,57,6,1,67,13,1,0,0,0,0,0,0,0,
1271,4,3,0,11,0,71,7,0,80,11,0,0,0,0,0,0,1,0,1.0
1272,1,1,0,9,0,43,3,0,46,9,0,0,0,0,0,0,0,0,1.0
1273,11,7,0,58,4,355,25,3,386,58,1,0,1,1,1,0,1,0,1.0
1274,1,1,0,26,0,126,3,1,131,26,1,0,0,0,0,0,0,0,
1275,3,1,0,24,0,108,9,0,118,24,1,0,0,0,0,0,1,0,1.0
1276,2,3,0,35,1,176,6,1,186,35,0,0,0,0,0,0,0,0,1.0
1277,4,2,0,25,0,105,8,2,118,25,2,0,0,0,0,0,0,0,1.0
1278,2,0,0,2,0,10,2,0,14,2,0,0,0,0,0,0,0,0,1.0
1279,9,2,0,26,1,136,17,2,155,26,1,0,0,0,1,1,2,0,1.0
1280,0,0,1,38,0,180,4,1,188,38,0,0,1,1,0,0,0,0,
1281,3,0,2,30,1,162,15,3,183,30,0,0,0,0,4,1,0,0,1.0
1282,8,0,1,25,0,124,11,0,136,25,0,0,0,0,0,0,1,0,
1283,0,0,1,7,1,24,3,1,31,7,1,0,0,0,0,0,0,0,1.0
1284,1,3,1,25,12,97,13,1,127,25,1,6,0,0,0,0,0,0,1.0
1285,0,0,0,22,1,104,0,1,110,22,0,0,0,0,0,0,0,0,
1286,1,0,0,7,0,35,1,0,37,7,0,0,0,0,0,0,0,0,1.0
1287,4,4,0,24,3,96,8,0,113,24,0,0,0,0,0,0,1,0,
1288,5,0,0,18,0,112,6,0,118,18,1,0,0,0,0,0,1,0,1.0
1289,2,0,0,25,7,121,4,1,135,25,1,0,0,0,0,0,0,0,1.0
1290,2,1,0,40,2,226,9,2,238,40,1,0,0,0,1,1,0,0,1.0
1291,0,1,0,7,0,30,1,0,31,7,0,0,0,0,0,0,0,0,1.0
1292,3,1,1,36,5,157,11,2,175,36,1,0,0,0,1,1,1,0,
1293,0,0,0,1,0,11,0,0,11,1,0,0,0,0,0,0,0,0,1.0
1294,4,4,0,48,1,255,23,0,281,48,2,10,1,1,0,0,0,0,
1295,6,1,0,23,2,132,25,6,167,23,0,0,0,0,3,3,1,0,1.0
1296,1,0,0,15,0,67,1,0,72,15,0,0,0,0,0,0,0,0,
1297,3,8,0,67,1,395,22,0,416,67,1,0,1,1,0,0,0,0,1.0
1298,0,0,2,13,0,66,1,0,69,13,0,0,0,0,0,0,0,0,1.0
1299,7,0,3,19,20,77,12,0,112,19,1,0,0,0,0,0,1,0,1.0
1300,1,2,1,21,1,91,7,1,100,21,0,0,0,0,0,0,0,0,
1301,0,1,0,9,3,42,2,0,49,9,0,0,0,0,1,0,0,0,
1302,1,0,0,16,0,98,13,4,114,16,1,0,0,0,3,2,0,0,
1303,0,0,1,24,0,109,1,1,112,24,0,0,0,0,0,0,0,0,
1304,1,2,2,21,0,110,5,0,117,21,0,0,0,0,0,0,0,0,1.0
1305,4,1,0,10,0,54,9,0,63,10,0,0,0,3,0,0,1,0,
1306,2,0,0,32,0,167,6,0,175,32,2,0,1,1,0,0,0,0,1.0
1307,0,1,1,12,0,69,2,0,72,12,0,0,0,0,0,0,0,0,1.0
1308,0,0,6,1,5,0,7,0,13,1,1,0,0,0,0,0,0,0,1.0
1309,1,0,0,17,0,65,5,0,68,17,0,0,0,1,0,0,0,0,1.0
1310,3,1,0,15,0,80,6,0,87,15,1,0,0,0,0,0,1,0,1.0
1311,3,6,0,54,10,328,16,0,357,54,1,0,2,2,0,0,0,0,-1.0
1312,1,2,1,25,0,126,5,0,132,25,0,0,0,0,0,0,0,0,1.0
1313,5,2,0,78,2,444,13,2,465,78,0,0,0,0,1,1,0,0,
1314,1,3,1,21,24,71,5,1,111,21,0,0,0,0,0,0,0,0,1.0
1315,5,0,0,12,0,71,6,0,80,12,1,0,0,0,0,0,1,0,
1316,0,0,6,18,1,105,11,2,118,18,0,0,0,0,1,1,0,0,1.0
1317,2,0,0,31,1,165,2,1,172,31,0,0,0,0,0,0,0,0,-1.0
1318,0,0,0,10,0,49,1,0,50,10,0,0,0,0,0,0,0,0,-1.0
