Lemma/_writtenForm,Sense/Confidence/_level,Sense/MonolingualExternalRef,Sense/Sentiment/_polarity,Sense/Sentiment/_strength,Sense/Domain,_id,_partOfSpeech
slaughter,manual,,negative,average,,,verb
slaughtered,manual,,negative,average,,,adj
slaves,manual,,negative,strong,,,adj
slaves,manual,,negative,strong,,,noun
sleazy,manual,,negative,strong,,,adj
sleek,manual,,positive,average,,,adj
sleepy,manual,,neutral,average,,,adj
slender,manual,,positive,average,,,adj
slight,manual,,negative,average,,,adj
slight,manual,,negative,average,,,noun
slight,manual,,negative,average,,,verb
slightly,manual,,negative,average,,,other
slim,manual,,positive,average,,,adj
slim,manual,,positive,average,,,noun
slime,manual,,negative,strong,,,noun
sloppy,manual,,negative,strong,,,adj
sloppily,manual,,negative,strong,,,other
sloth,manual,,negative,strong,,,noun
slothful,manual,,negative,strong,,,adj
slow,manual,,negative,average,,,adj
slowly,manual,,negative,average,,,other
slow-moving,manual,,negative,average,,,adj
slug,manual,,negative,average,,,noun
sluggish,manual,,negative,average,,,adj
slump,manual,,negative,average,,,adj
slump,manual,,negative,average,,,noun
slur,manual,,negative,strong,,,noun
sly,manual,,negative,strong,,,adj
smack,manual,,negative,strong,,,adj
smack,manual,,negative,strong,,,noun
smart,manual,,positive,strong,,,adj
smart,manual,,positive,strong,,,verb
smarter,manual,,positive,strong,,,adj
smartest,manual,,positive,strong,,,other
smartly,manual,,positive,strong,,,other
smash,manual,,negative,average,,,noun
smash,manual,,negative,average,,,verb
smear,manual,,negative,average,,,verb
smelling,manual,,negative,average,,,other
smile,manual,,positive,strong,,,noun
smile,manual,,positive,strong,,,verb
smiling,manual,,positive,strong,,,adj
smilingly,manual,,positive,strong,,,other
smitten,manual,,positive,strong,,,verb
smokescreen,manual,,negative,strong,,,adj
smokescreen,manual,,negative,strong,,,noun
smolder,manual,,negative,strong,,,verb
smoldering,manual,,negative,strong,,,adj
smooth,manual,,positive,average,,,adj
smother,manual,,negative,strong,,,verb
smoulder,manual,,negative,strong,,,verb
smouldering,manual,,negative,strong,,,other
smug,manual,,negative,strong,,,adj
smugly,manual,,negative,strong,,,other
smut,manual,,negative,strong,,,noun
smuttier,manual,,negative,strong,,,adj
smuttiest,manual,,negative,strong,,,adj
smutty,manual,,negative,strong,,,adj
snare,manual,,negative,average,,,noun
snarl,manual,,negative,average,,,noun
snarl,manual,,negative,average,,,verb
snatch,manual,,negative,average,,,verb
sneak,manual,,negative,average,,,noun
sneak,manual,,negative,average,,,verb
sneakily,manual,,negative,average,,,other
sneaky,manual,,negative,average,,,adj
sneer,manual,,negative,strong,,,noun
sneer,manual,,negative,strong,,,verb
sneering,manual,,negative,strong,,,other
sneeringly,manual,,negative,strong,,,other
snub,manual,,negative,strong,,,verb
so,manual,,neutral,average,,,other
so-cal,manual,,negative,strong,,,adj
so-called,manual,,negative,strong,,,other
sob,manual,,negative,strong,,,verb
sober,manual,,negative,strong,,,adj
sober,manual,,negative,average,,,verb
sobering,manual,,negative,strong,,,adj
sociable,manual,,positive,strong,,,adj
soft-spoken,manual,,positive,average,,,adj
soften,manual,,positive,strong,,,adj
soften,manual,,positive,strong,,,noun
soften,manual,,positive,strong,,,verb
solace,manual,,positive,strong,,,verb
solemn,manual,,negative,average,,,adj
solemn,manual,,negative,average,,,noun
solicitous,manual,,positive,strong,,,other
solicitously,manual,,positive,strong,,,other
solicitude,manual,,positive,strong,,,noun
solid,manual,,positive,average,,,adj
solid,manual,,positive,average,,,noun
solidarity,manual,,positive,strong,,,adj
solidarity,manual,,positive,strong,,,noun
soliloquize,manual,,neutral,strong,,,verb
somber,manual,,negative,strong,,,adj
soothe,manual,,positive,strong,,,verb
soothingly,manual,,positive,strong,,,other
sophisticated,manual,,positive,strong,,,adj
sore,manual,,negative,strong,,,adj
sore,manual,,negative,strong,,,noun
sorely,manual,,negative,strong,,,other
soreness,manual,,negative,average,,,noun
sorrow,manual,,negative,strong,,,noun
sorrow,manual,,negative,average,,,verb
sorrowful,manual,,negative,strong,,,other
sorrowfully,manual,,negative,strong,,,other
sorry,manual,,negative,strong,,,adj
sound,manual,,positive,average,,,adj
sounding,manual,,negative,average,,,other
soundness,manual,,positive,average,,,noun
sour,manual,,negative,average,,,adj
sourly,manual,,negative,average,,,adj
sovereignty,manual,,neutral,average,,,adj
sovereignty,manual,,neutral,average,,,noun
spacious,manual,,positive,average,,,adj
spade,manual,,negative,strong,,,adj
spade,manual,,negative,strong,,,noun
spank,manual,,negative,strong,,,verb
spare,manual,,positive,average,,,verb
sparing,manual,,positive,average,,,adj
sparingly,manual,,positive,average,,,other
sparkle,manual,,positive,strong,,,other
sparkling,manual,,positive,average,,,adj
specific,manual,,neutral,average,,,adj
specifically,manual,,neutral,average,,,other
special,manual,,positive,average,,,adj
spectacular,manual,,positive,strong,,,adj
spectacularly,manual,,positive,strong,,,other
speculate,manual,,neutral,average,,,verb
speculation,manual,,neutral,average,,,adj
speculation,manual,,neutral,average,,,noun
speedy,manual,,positive,average,,,adj
spellbind,manual,,positive,strong,,,verb
spellbinding,manual,,positive,strong,,,other
spellbindingly,manual,,positive,strong,,,other
spellbound,manual,,positive,strong,,,verb
spilling,manual,,negative,strong,,,adj
spilling,manual,,negative,strong,,,noun
spinster,manual,,negative,average,,,noun
spirit,manual,,positive,average,,,adj
spirit,manual,,positive,average,,,noun
spirited,manual,,positive,average,,,adj
spiritless,manual,,negative,strong,,,adj
spiritual,manual,,positive,strong,,,adj
spiritual,manual,,positive,strong,,,noun
spite,manual,,negative,strong,,,noun
spiteful,manual,,negative,strong,,,adj
spitefully,manual,,negative,strong,,,other
spitefulness,manual,,negative,strong,,,noun
splayed-finger,manual,,neutral,strong,,,adj
splayed-finger,manual,,neutral,strong,,,noun
splendid,manual,,positive,strong,,,adj
splendidly,manual,,positive,strong,,,other
splendor,manual,,positive,strong,,,noun
split,manual,,negative,average,,,noun
split,manual,,negative,average,,,verb
splitting,manual,,negative,average,,,adj
spoil,manual,,negative,strong,,,verb
spook,manual,,negative,strong,,,verb
spookier,manual,,negative,strong,,,adj
spookiest,manual,,negative,strong,,,adj
spookily,manual,,negative,strong,,,other
spooky,manual,,negative,strong,,,adj
spooky,manual,,negative,strong,,,other
spoon-fed,manual,,negative,strong,,,other
spoon-feed,manual,,negative,strong,,,verb
spoonfed,manual,,negative,strong,,,other
sporadic,manual,,negative,average,,,adj
spot,manual,,negative,average,,,adj
spotless,manual,,positive,strong,,,adj
spotty,manual,,negative,average,,,adj
sprightly,manual,,positive,strong,,,adj
spur,manual,,positive,strong,,,verb
spurious,manual,,negative,strong,,,adj
spurn,manual,,negative,strong,,,verb
sputter,manual,,negative,strong,,,verb
squabble,manual,,negative,strong,,,verb
squabbling,manual,,negative,strong,,,other
squander,manual,,negative,strong,,,verb
squarely,manual,,positive,strong,,,adj
squash,manual,,negative,strong,,,verb
squirm,manual,,negative,strong,,,verb
stab,manual,,negative,average,,,verb
stability,manual,,positive,average,,,adj
stability,manual,,positive,average,,,noun
stabilize,manual,,positive,average,,,verb
stable,manual,,positive,average,,,adj
stable,manual,,positive,average,,,noun
stagger,manual,,negative,average,,,verb
staggering,manual,,negative,strong,,,adj
staggeringly,manual,,negative,strong,,,other
stagnant,manual,,negative,average,,,adj
stagnate,manual,,negative,strong,,,verb
stagnation,manual,,negative,strong,,,noun
staid,manual,,negative,strong,,,adj
stain,manual,,negative,average,,,verb
stainless,manual,,positive,average,,,adj
stake,manual,,negative,average,,,adj
stake,manual,,negative,average,,,noun
stale,manual,,negative,strong,,,adj
stalemate,manual,,negative,strong,,,noun
stammer,manual,,negative,strong,,,verb
stampede,manual,,negative,average,,,adj
stampede,manual,,negative,average,,,noun
stance,manual,,neutral,average,,,adj
stance,manual,,neutral,average,,,noun
stances,manual,,neutral,average,,,adj
stances,manual,,neutral,average,,,noun
stand,manual,,positive,average,,,verb
stands,manual,,neutral,average,,,adj
stands,manual,,neutral,average,,,noun
standstill,manual,,negative,strong,,,noun
star,manual,,positive,strong,,,adj
star,manual,,positive,strong,,,noun
stark,manual,,negative,strong,,,adj
starkly,manual,,negative,strong,,,other
stars,manual,,positive,strong,,,adj
stars,manual,,positive,strong,,,noun
startle,manual,,negative,strong,,,verb
startling,manual,,negative,strong,,,other
startlingly,manual,,negative,strong,,,other
starvation,manual,,negative,average,,,noun
starve,manual,,negative,average,,,verb
stately,manual,,positive,strong,,,adj
statements,manual,,neutral,average,,,adj
statements,manual,,neutral,average,,,noun
static,manual,,negative,average,,,adj
statuesque,manual,,positive,strong,,,adj
staunch,manual,,positive,strong,,,adj
staunchly,manual,,positive,strong,,,other
staunchness,manual,,positive,strong,,,noun
steadfast,manual,,positive,strong,,,adj
steadfastly,manual,,positive,strong,,,other
steadfastness,manual,,positive,strong,,,noun
steadiness,manual,,positive,average,,,noun
steady,manual,,positive,average,,,adj
steal,manual,,negative,average,,,verb
stealing,manual,,negative,average,,,noun
steep,manual,,negative,average,,,adj
steeply,manual,,negative,average,,,other
stellar,manual,,positive,strong,,,adj
stellarly,manual,,positive,strong,,,other
stench,manual,,negative,strong,,,other
stereotype,manual,,negative,strong,,,noun
stereotypical,manual,,negative,strong,,,other
stereotypically,manual,,negative,strong,,,other
stern,manual,,negative,strong,,,adj
stern,manual,,negative,strong,,,noun
stew,manual,,negative,strong,,,verb
sticky,manual,,negative,average,,,adj
stiff,manual,,negative,average,,,adj
stifle,manual,,negative,strong,,,verb
stifling,manual,,negative,strong,,,other
stiflingly,manual,,negative,strong,,,other
stigma,manual,,negative,strong,,,noun
stigma,manual,,negative,strong,,,verb
stigmatize,manual,,negative,strong,,,verb
still,manual,,neutral,average,,,other
stimulate,manual,,positive,average,,,verb
stimulating,manual,,positive,strong,,,other
stimulative,manual,,positive,average,,,adj
sting,manual,,negative,strong,,,adj
sting,manual,,negative,average,,,noun
sting,manual,,negative,average,,,verb
stinging,manual,,negative,strong,,,adj
stingingly,manual,,negative,strong,,,adj
stink,manual,,negative,strong,,,noun
stink,manual,,negative,strong,,,verb
stinking,manual,,negative,strong,,,other
stir,manual,,neutral,strong,,,adj
stir,manual,,neutral,strong,,,noun
stir,manual,,neutral,average,,,verb
stirring,manual,,positive,strong,,,adj
stirringly,manual,,positive,strong,,,other
stodgy,manual,,negative,strong,,,adj
stole,manual,,negative,average,,,verb
stolen,manual,,negative,average,,,adj
stolen,manual,,negative,average,,,verb
stood,manual,,positive,average,,,verb
stooge,manual,,negative,strong,,,other
stooges,manual,,negative,strong,,,adj
stooges,manual,,negative,strong,,,noun
storm,manual,,negative,average,,,verb
stormy,manual,,negative,average,,,adj
straggle,manual,,negative,average,,,verb
straggler,manual,,negative,average,,,noun
straight,manual,,positive,average,,,adj
straightforward,manual,,positive,strong,,,adj
strain,manual,,negative,average,,,noun
strain,manual,,negative,average,,,verb
strained,manual,,negative,average,,,adj
strange,manual,,negative,strong,,,adj
strange,manual,,negative,strong,,,other
strangely,manual,,negative,strong,,,other
stranger,manual,,negative,strong,,,other
strangest,manual,,negative,strong,,,other
strangle,manual,,negative,average,,,verb
streamlined,manual,,positive,average,,,adj
strength,manual,,neutral,average,,,adj
strength,manual,,neutral,average,,,noun
strenuous,manual,,negative,average,,,adj
stress,manual,,negative,strong,,,noun
stress,manual,,negative,strong,,,verb
stressful,manual,,negative,strong,,,adj
stressfully,manual,,negative,strong,,,other
stricken,manual,,negative,strong,,,adj
strict,manual,,negative,strong,,,adj
strictly,manual,,negative,strong,,,other
stride,manual,,positive,strong,,,adj
stride,manual,,positive,strong,,,noun
strident,manual,,negative,strong,,,adj
stridently,manual,,negative,strong,,,other
strides,manual,,positive,average,,,adj
strides,manual,,positive,average,,,noun
strife,manual,,negative,strong,,,noun
strike,manual,,negative,average,,,verb
striking,manual,,positive,strong,,,adj
strikingly,manual,,positive,strong,,,other
stringent,manual,,negative,average,,,adj
stringently,manual,,negative,average,,,other
striving,manual,,positive,strong,,,adj
striving,manual,,positive,strong,,,noun
strong,manual,,positive,average,,,adj
stronger-than-expected,manual,,neutral,average,,,adj
struck,manual,,negative,average,,,verb
struggle,manual,,negative,strong,,,adj
struggle,manual,,negative,strong,,,noun
strut,manual,,negative,strong,,,verb
stubborn,manual,,negative,strong,,,adj
stubbornly,manual,,negative,strong,,,other
stubbornness,manual,,negative,strong,,,noun
studious,manual,,positive,strong,,,adj
studiously,manual,,positive,strong,,,other
stuffed,manual,,neutral,average,,,adj
stuffy,manual,,negative,strong,,,adj
stumble,manual,,negative,average,,,other
stump,manual,,negative,average,,,verb
stun,manual,,negative,average,,,verb
stunned,manual,,positive,strong,,,adj
stunning,manual,,positive,strong,,,adj
stunningly,manual,,positive,strong,,,other
stunt,manual,,negative,average,,,noun
stunted,manual,,negative,average,,,adj
stupefy,manual,,neutral,average,,,verb
stupendous,manual,,positive,strong,,,adj
stupendously,manual,,positive,strong,,,other
stupid,manual,,negative,strong,,,other
stupidity,manual,,negative,strong,,,noun
stupidly,manual,,negative,strong,,,other
stupified,manual,,negative,strong,,,adj
stupify,manual,,negative,strong,,,verb
stupor,manual,,negative,strong,,,noun
sturdy,manual,,positive,average,,,adj
sty,manual,,negative,strong,,,adj
sty,manual,,negative,strong,,,noun
stylish,manual,,positive,strong,,,adj
stylishly,manual,,positive,strong,,,other
suave,manual,,positive,strong,,,adj
subdued,manual,,negative,average,,,adj
subjected,manual,,negative,average,,,other
subjection,manual,,negative,average,,,noun
subjugate,manual,,negative,strong,,,noun
subjugate,manual,,negative,strong,,,verb
subjugation,manual,,negative,strong,,,noun
sublime,manual,,positive,strong,,,adj
submissive,manual,,negative,average,,,adj
subordinate,manual,,negative,average,,,adj
subordinate,manual,,negative,average,,,noun
subscribe,manual,,positive,average,,,verb
subservience,manual,,negative,strong,,,noun
subservient,manual,,negative,strong,,,adj
subside,manual,,negative,average,,,verb
substandard,manual,,negative,average,,,adj
substantial,manual,,positive,average,,,adj
substantially,manual,,positive,average,,,other
substantive,manual,,positive,average,,,adj
subtle,manual,,positive,average,,,adj
subtract,manual,,negative,average,,,verb
subversion,manual,,negative,average,,,noun
subversive,manual,,negative,average,,,adj
subversively,manual,,negative,average,,,other
subvert,manual,,negative,average,,,verb
succeed,manual,,positive,average,,,verb
success,manual,,positive,average,,,adj
success,manual,,positive,average,,,noun
successful,manual,,positive,average,,,adj
successfully,manual,,positive,average,,,other
succumb,manual,,negative,strong,,,verb
such,manual,,neutral,average,,,other
sucker,manual,,negative,strong,,,noun
suffer,manual,,negative,average,,,verb
sufferer,manual,,negative,strong,,,noun
sufferers,manual,,negative,strong,,,adj
sufferers,manual,,negative,strong,,,noun
suffering,manual,,negative,strong,,,adj
suffering,manual,,negative,strong,,,noun
suffice,manual,,positive,average,,,verb
sufficient,manual,,positive,average,,,adj
sufficiently,manual,,positive,average,,,other
suffocate,manual,,negative,strong,,,verb
sugar-coat,manual,,negative,strong,,,verb
sugar-coated,manual,,negative,strong,,,other
sugarcoated,manual,,negative,strong,,,other
suggest,manual,,positive,average,,,other
suggestions,manual,,positive,average,,,adj
suggestions,manual,,positive,average,,,noun
suicidal,manual,,negative,average,,,adj
suicide,manual,,negative,average,,,noun
suit,manual,,positive,average,,,verb
suitable,manual,,positive,average,,,adj
sulk,manual,,negative,strong,,,verb
sullen,manual,,negative,strong,,,adj
sully,manual,,negative,strong,,,verb
sumptuous,manual,,positive,strong,,,adj
sumptuously,manual,,positive,strong,,,other
sumptuousness,manual,,positive,strong,,,noun
sunder,manual,,negative,strong,,,verb
sunny,manual,,positive,average,,,adj
super,manual,,positive,strong,,,other
superb,manual,,positive,strong,,,other
superbly,manual,,positive,strong,,,other
superficial,manual,,negative,strong,,,adj
superficial,manual,,negative,strong,,,noun
superficiality,manual,,negative,strong,,,noun
superficially,manual,,negative,strong,,,other
superfluous,manual,,negative,strong,,,adj
superior,manual,,positive,average,,,adj
superiority,manual,,negative,strong,,,adj
superiority,manual,,negative,strong,,,noun
superlative,manual,,positive,strong,,,adj
superstition,manual,,negative,strong,,,noun
superstitious,manual,,negative,strong,,,noun
support,manual,,positive,strong,,,adj
support,manual,,positive,strong,,,noun
support,manual,,positive,average,,,verb
supporter,manual,,positive,strong,,,adj
supporter,manual,,positive,strong,,,noun
supportive,manual,,positive,strong,,,adj
supportive,manual,,positive,strong,,,noun
suppose,manual,,neutral,strong,,,verb
supposed,manual,,negative,average,,,other
supposing,manual,,neutral,strong,,,other
suppress,manual,,negative,average,,,verb
suppression,manual,,negative,average,,,adj
suppression,manual,,negative,average,,,noun
supremacy,manual,,negative,strong,,,adj
supremacy,manual,,negative,strong,,,noun
supreme,manual,,positive,strong,,,adj
supremely,manual,,positive,strong,,,other
supurb,manual,,positive,strong,,,adj
supurbly,manual,,positive,strong,,,other
sure,manual,,positive,strong,,,other
surely,manual,,positive,strong,,,other
surge,manual,,positive,strong,,,noun
surging,manual,,positive,strong,,,adj
surmise,manual,,positive,strong,,,verb
surmount,manual,,positive,strong,,,verb
surpass,manual,,positive,strong,,,verb
surprise,manual,,neutral,strong,,,adj
surprise,manual,,neutral,strong,,,noun
surprise,manual,,neutral,strong,,,verb
surprising,manual,,neutral,strong,,,other
surprisingly,manual,,neutral,strong,,,other
surrender,manual,,negative,average,,,adj
surrender,manual,,negative,average,,,noun
survival,manual,,positive,average,,,noun
survive,manual,,positive,average,,,verb
survivor,manual,,positive,average,,,noun
susceptible,manual,,negative,average,,,adj
suspect,manual,,negative,average,,,adj
suspect,manual,,negative,average,,,noun
suspicion,manual,,negative,average,,,adj
suspicion,manual,,negative,average,,,noun
suspicions,manual,,negative,strong,,,adj
suspicions,manual,,negative,strong,,,noun
suspicious,manual,,negative,strong,,,adj
suspicious,manual,,negative,strong,,,other
suspicious,manual,,negative,strong,,,other
suspiciously,manual,,negative,strong,,,other
sustainability,manual,,positive,average,,,adj
sustainability,manual,,positive,average,,,noun
sustainable,manual,,positive,average,,,adj
sustainable,manual,,positive,average,,,noun
sustained,manual,,positive,average,,,adj
swagger,manual,,negative,strong,,,verb
swamped,manual,,negative,strong,,,other
swear,manual,,negative,strong,,,verb
sweeping,manual,,positive,strong,,,adj
sweet,manual,,positive,average,,,adj
sweeten,manual,,positive,average,,,verb
sweetheart,manual,,positive,average,,,noun
sweetly,manual,,positive,average,,,other
sweetness,manual,,positive,average,,,noun
swift,manual,,positive,average,,,adj
swiftness,manual,,positive,average,,,noun
swindle,manual,,negative,strong,,,verb
swing,manual,,neutral,average,,,adj
swing,manual,,neutral,average,,,noun
swipe,manual,,negative,strong,,,adj
swipe,manual,,negative,strong,,,noun
swoon,manual,,negative,average,,,verb
swore,manual,,negative,strong,,,verb
sworn,manual,,positive,strong,,,adj
sympathetic,manual,,negative,strong,,,adj
sympathetic,manual,,negative,strong,,,noun
sympathetically,manual,,negative,strong,,,other
sympathies,manual,,negative,strong,,,adj
sympathies,manual,,negative,strong,,,noun
sympathize,manual,,negative,strong,,,verb
sympathy,manual,,negative,strong,,,adj
sympathy,manual,,negative,strong,,,noun
symptom,manual,,negative,average,,,noun
syndrome,manual,,negative,average,,,adj
syndrome,manual,,negative,average,,,noun
systematic,manual,,neutral,average,,,adj
taboo,manual,,negative,strong,,,adj
taboo,manual,,negative,strong,,,noun
tact,manual,,positive,strong,,,noun
taint,manual,,negative,strong,,,verb
tainted,manual,,negative,strong,,,other
tale,manual,,neutral,average,,,adj
tale,manual,,neutral,average,,,noun
talent,manual,,positive,strong,,,adj
talent,manual,,positive,strong,,,noun
talented,manual,,positive,strong,,,adj
tall,manual,,neutral,average,,,adj
tamper,manual,,negative,average,,,verb
tangled,manual,,negative,average,,,adj
tantalize,manual,,positive,average,,,verb
tantalizing,manual,,positive,strong,,,other
tantalizingly,manual,,positive,strong,,,other
tantamount,manual,,neutral,strong,,,other
tantrum,manual,,negative,strong,,,noun
tardy,manual,,negative,average,,,adj
tarnish,manual,,negative,average,,,verb
taste,manual,,positive,average,,,noun
taste,manual,,neutral,average,,,verb
tattered,manual,,negative,strong,,,other
taunt,manual,,negative,strong,,,noun
taunt,manual,,negative,strong,,,verb
taunting,manual,,negative,strong,,,other
tauntingly,manual,,negative,strong,,,other
taunts,manual,,negative,strong,,,noun
tawdry,manual,,negative,strong,,,adj
tease,manual,,negative,average,,,verb
teasingly,manual,,negative,strong,,,other
taxing,manual,,negative,average,,,other
tedious,manual,,negative,strong,,,adj
tediously,manual,,negative,strong,,,other
temerity,manual,,negative,strong,,,noun
temper,manual,,negative,strong,,,noun
temper,manual,,negative,average,,,verb
temperance,manual,,positive,average,,,noun
temperate,manual,,positive,average,,,adj
tempest,manual,,negative,average,,,noun
tempt,manual,,positive,strong,,,verb
temptation,manual,,negative,strong,,,noun
tempting,manual,,positive,strong,,,other
temptingly,manual,,positive,strong,,,other
tenacious,manual,,positive,strong,,,adj
tenaciously,manual,,positive,strong,,,other
tenacity,manual,,positive,strong,,,noun
tendency,manual,,neutral,average,,,adj
tendency,manual,,neutral,average,,,noun
tender,manual,,positive,average,,,adj
tenderly,manual,,positive,average,,,other
tenderness,manual,,positive,average,,,noun
tense,manual,,negative,average,,,adj
tension,manual,,negative,average,,,adj
tension,manual,,negative,average,,,noun
tentative,manual,,negative,average,,,adj
tentatively,manual,,negative,average,,,other
tenuous,manual,,negative,average,,,adj
tenuously,manual,,negative,average,,,other
tepid,manual,,negative,average,,,adj
terrible,manual,,negative,strong,,,adj
terrible,manual,,negative,strong,,,other
terribleness,manual,,negative,strong,,,noun
terribly,manual,,negative,strong,,,other
terrific,manual,,positive,strong,,,adj
terrific,manual,,positive,strong,,,other
terrifically,manual,,positive,strong,,,other
terrified,manual,,positive,strong,,,adj
terrify,manual,,positive,strong,,,verb
terrifying,manual,,positive,strong,,,adj
terrifying,manual,,positive,strong,,,other
terrifyingly,manual,,positive,strong,,,other
terror,manual,,negative,strong,,,noun
terror-genic,manual,,negative,strong,,,adj
terror-genic,manual,,negative,strong,,,noun
terrorism,manual,,negative,average,,,noun
terrorize,manual,,negative,strong,,,verb
thank,manual,,positive,strong,,,verb
thankful,manual,,positive,strong,,,other
thankfully,manual,,positive,strong,,,other
thankless,manual,,negative,strong,,,other
theoretize,manual,,neutral,strong,,,verb
therefore,manual,,neutral,strong,,,other
think,manual,,neutral,strong,,,verb
thinkable,manual,,positive,strong,,,adj
thinkable,manual,,positive,strong,,,noun
thinking,manual,,neutral,strong,,,adj
thinking,manual,,neutral,strong,,,noun
thirst,manual,,negative,strong,,,noun
thirst,manual,,negative,strong,,,verb
thorny,manual,,negative,strong,,,adj
thorny,manual,,negative,strong,,,noun
thorough,manual,,positive,average,,,adj
though,manual,,neutral,strong,,,other
thought,manual,,neutral,average,,,adj
thought,manual,,neutral,average,,,noun
thoughtful,manual,,positive,strong,,,adj
thoughtfully,manual,,positive,strong,,,other
thoughtfulness,manual,,positive,strong,,,noun
thoughtless,manual,,negative,strong,,,adj
thoughtlessly,manual,,negative,strong,,,other
thoughtlessness,manual,,negative,strong,,,noun
thrash,manual,,negative,average,,,verb
threat,manual,,negative,average,,,adj
threat,manual,,negative,average,,,noun
threaten,manual,,negative,average,,,verb
threatening,manual,,negative,average,,,adj
threatening,manual,,negative,average,,,noun
threats,manual,,negative,average,,,adj
threats,manual,,negative,average,,,noun
thrift,manual,,positive,average,,,noun
thrifty,manual,,positive,average,,,adj
thrill,manual,,positive,strong,,,noun
thrill,manual,,positive,strong,,,verb
thrilling,manual,,positive,strong,,,other
thrillingly,manual,,positive,strong,,,other
thrills,manual,,positive,strong,,,noun
thrive,manual,,positive,average,,,verb
thriving,manual,,positive,average,,,adj
throttle,manual,,negative,strong,,,verb
throw,manual,,negative,average,,,verb
thumb,manual,,negative,average,,,verb
thumbs,manual,,negative,average,,,adj
thumbs,manual,,negative,average,,,noun
thus,manual,,neutral,strong,,,other
thusly,manual,,neutral,strong,,,other
thwart,manual,,negative,strong,,,verb
tickle,manual,,positive,average,,,verb
tidy,manual,,positive,strong,,,adj
time-honored,manual,,positive,strong,,,adj
timely,manual,,positive,average,,,adj
timid,manual,,negative,strong,,,adj
timidity,manual,,negative,strong,,,noun
timidly,manual,,negative,strong,,,other
timidness,manual,,negative,strong,,,noun
tingle,manual,,positive,strong,,,verb
tint,manual,,neutral,strong,,,verb
tiny,manual,,negative,average,,,adj
tire,manual,,negative,average,,,verb
tired,manual,,negative,strong,,,adj
tiresome,manual,,negative,strong,,,adj
tiring,manual,,negative,strong,,,adj
tiring,manual,,negative,strong,,,noun
tiringly,manual,,negative,strong,,,other
titillate,manual,,positive,average,,,verb
titillating,manual,,positive,strong,,,other
titillatingly,manual,,positive,strong,,,other
toast,manual,,positive,strong,,,verb
togetherness,manual,,positive,strong,,,noun
toil,manual,,negative,strong,,,verb
tolerable,manual,,positive,strong,,,adj
tolerably,manual,,positive,strong,,,other
tolerance,manual,,positive,strong,,,adj
tolerance,manual,,positive,strong,,,noun
tolerant,manual,,positive,average,,,adj
tolerantly,manual,,positive,strong,,,other
tolerate,manual,,positive,average,,,verb
toleration,manual,,positive,average,,,noun
toll,manual,,negative,average,,,adj
toll,manual,,negative,average,,,noun
too,manual,,negative,average,,,other
top,manual,,positive,average,,,adj
topple,manual,,negative,average,,,verb
torment,manual,,negative,strong,,,noun
torment,manual,,negative,strong,,,verb
tormented,manual,,negative,strong,,,adj
torrent,manual,,negative,strong,,,noun
torrid,manual,,positive,strong,,,other
torridly,manual,,positive,strong,,,other
torture,manual,,negative,average,,,noun
torture,manual,,negative,average,,,verb
tortured,manual,,negative,average,,,adj
tortuous,manual,,negative,strong,,,adj
torturous,manual,,negative,strong,,,adj
torturously,manual,,negative,strong,,,other
totalitarian,manual,,negative,average,,,adj
tradition,manual,,positive,average,,,noun
traditional,manual,,positive,average,,,adj
touch,manual,,neutral,average,,,verb
touches,manual,,neutral,strong,,,adj
touches,manual,,neutral,strong,,,noun
touchy,manual,,negative,strong,,,adj
toughness,manual,,negative,strong,,,adj
toughness,manual,,negative,strong,,,noun
toxic,manual,,negative,average,,,adj
traduce,manual,,negative,strong,,,verb
tragedy,manual,,negative,average,,,adj
tragedy,manual,,negative,average,,,noun
tragic,manual,,negative,strong,,,adj
tragically,manual,,negative,strong,,,other
traitor,manual,,negative,strong,,,noun
traitorous,manual,,negative,strong,,,adj
traitorously,manual,,negative,strong,,,adj
traitorously,manual,,negative,strong,,,other
tramp,manual,,negative,strong,,,noun
trample,manual,,negative,strong,,,verb
tranquil,manual,,positive,strong,,,adj
tranquility,manual,,positive,strong,,,adj
tranquility,manual,,positive,strong,,,noun
transgress,manual,,negative,average,,,verb
transgression,manual,,negative,average,,,noun
transparency,manual,,neutral,average,,,adj
transparency,manual,,neutral,average,,,noun
transparent,manual,,neutral,average,,,adj
transparent,manual,,neutral,average,,,noun
transport,manual,,neutral,average,,,verb
trauma,manual,,negative,strong,,,adj
trauma,manual,,negative,strong,,,noun
traumatic,manual,,negative,strong,,,adj
traumatic,manual,,negative,strong,,,other
traumatically,manual,,negative,strong,,,other
traumatize,manual,,negative,strong,,,verb
traumatized,manual,,negative,strong,,,adj
travesties,manual,,negative,strong,,,noun
travesty,manual,,negative,strong,,,noun
travesty,manual,,negative,strong,,,verb
treacherous,manual,,negative,average,,,adj
treacherously,manual,,negative,average,,,other
treachery,manual,,negative,strong,,,noun
treason,manual,,negative,strong,,,noun
treasonous,manual,,negative,strong,,,adj
treasure,manual,,positive,strong,,,verb
treat,manual,,positive,average,,,noun
tremendous,manual,,positive,strong,,,other
tremendously,manual,,positive,strong,,,other
trendy,manual,,positive,strong,,,adj
trepidation,manual,,positive,strong,,,noun
trial,manual,,negative,average,,,noun
tribute,manual,,positive,strong,,,noun
trick,manual,,negative,strong,,,adj
trick,manual,,negative,strong,,,noun
tricky,manual,,negative,strong,,,adj
